Student_ID,Age,Major,Primary_AI_Tool,Task_Frequency_Daily,Main_Usage_Case,GPA_Baseline,GPA_Post_AI,Time_Saved_Hours_Weekly,AI_Ethics_Concern,Career_Confidence_Score
STU-2302,23,Modern History,GitHub Copilot,1,Essay Drafting,4,4,10,Low,4
STU-3737,25,Biology,Gemini Pro,8,Brainstorming,3.33,3.33,7,Medium,4
STU-4824,25,Business Administration,Claude 3.5,10,Literature Review,2.56,2.46,11,Low,6
STU-8121,21,Modern History,ChatGPT-4o,9,Essay Drafting,3.82,3.72,14,Medium,3
STU-4137,25,Business Administration,Claude 3.5,8,Literature Review,3.08,3.08,7,Low,5
STU-6017,19,Data Science,GitHub Copilot,10,Exam Prep,3.13,3.13,8,Low,1
STU-7323,25,Business Administration,GitHub Copilot,2,Literature Review,3.5,3.5,3,Low,5
STU-7652,19,Modern History,Gemini Pro,1,Code Debugging,3.16,3.36,12,Low,3
STU-6977,19,Fine Arts,Claude 3.5,3,Exam Prep,3.78,3.98,3,Medium,8
STU-2766,20,Data Science,Claude 3.5,2,Essay Drafting,3.15,3.25,10,Medium,7
STU-2230,19,Data Science,ChatGPT-4o,2,Essay Drafting,2.76,3.06,12,High,4
STU-6557,22,Biology,Gemini Pro,2,Exam Prep,3.92,3.82,6,Low,9
STU-7692,22,Fine Arts,ChatGPT-4o,5,Literature Review,3.89,3.79,2,High,4
STU-3839,18,Software Engineering,GitHub Copilot,10,Essay Drafting,3.53,3.63,7,High,1
STU-0572,21,Data Science,ChatGPT-4o,10,Literature Review,2.97,2.97,11,Low,2
STU-3912,22,Fine Arts,GitHub Copilot,2,Brainstorming,2.75,2.65,15,High,9
STU-6725,20,Business Administration,Perplexity,3,Essay Drafting,3.37,3.47,12,Low,9
STU-7668,18,Business Administration,ChatGPT-4o,8,Literature Review,3.54,3.74,13,Low,3
STU-9929,24,Software Engineering,Gemini Pro,7,Brainstorming,3.25,3.35,11,Low,7
STU-8146,18,Business Administration,Claude 3.5,2,Exam Prep,3.17,3.37,5,Medium,8
STU-0324,18,Data Science,GitHub Copilot,7,Literature Review,3.6,3.7,15,Medium,8
STU-5506,24,Fine Arts,GitHub Copilot,1,Literature Review,3.22,3.42,9,High,6
STU-6004,25,Data Science,ChatGPT-4o,6,Literature Review,3.84,4,7,Low,8
STU-4404,19,Fine Arts,Gemini Pro,3,Essay Drafting,3.01,2.91,2,Medium,10
STU-2551,21,Biology,ChatGPT-4o,5,Exam Prep,3.12,3.42,8,Medium,7
STU-6813,24,Biology,Perplexity,10,Brainstorming,3.63,3.63,10,Low,1
STU-0436,18,Fine Arts,Perplexity,10,Literature Review,3.92,4,4,Medium,9
STU-0895,19,Data Science,GitHub Copilot,1,Code Debugging,3.14,3.34,13,Low,7
STU-7838,24,Fine Arts,Claude 3.5,3,Brainstorming,3.62,3.62,2,Low,9
STU-8029,20,Software Engineering,Gemini Pro,10,Essay Drafting,3.25,3.15,8,Low,8
STU-2281,18,Data Science,Claude 3.5,1,Exam Prep,3.4,3.5,4,Medium,1
STU-6951,20,Fine Arts,Claude 3.5,5,Brainstorming,3.05,2.95,11,High,5
STU-4726,20,Fine Arts,GitHub Copilot,3,Essay Drafting,3.26,3.26,15,High,3
STU-3525,25,Modern History,GitHub Copilot,3,Literature Review,3.36,3.26,11,High,4
STU-9742,21,Data Science,Gemini Pro,1,Exam Prep,2.89,2.89,13,Medium,2
STU-8833,21,Fine Arts,Claude 3.5,9,Literature Review,2.57,2.57,4,High,10
STU-9273,22,Fine Arts,GitHub Copilot,6,Literature Review,2.71,2.91,6,Medium,2
STU-3445,22,Fine Arts,GitHub Copilot,10,Essay Drafting,2.96,2.96,2,High,1
STU-1230,18,Biology,Claude 3.5,9,Exam Prep,3.98,3.88,9,Medium,7
STU-5042,21,Data Science,Gemini Pro,8,Brainstorming,3.88,4,7,Medium,10
STU-6232,24,Biology,Gemini Pro,1,Essay Drafting,3.41,3.61,2,Low,7
STU-3855,21,Modern History,ChatGPT-4o,5,Essay Drafting,3.74,4,11,Medium,3
STU-9210,18,Business Administration,Perplexity,7,Code Debugging,3.9,4,12,High,5
STU-6761,19,Software Engineering,Gemini Pro,4,Brainstorming,2.61,2.81,12,Medium,2
STU-5885,19,Software Engineering,Perplexity,2,Brainstorming,3.28,3.48,10,Low,4
STU-6230,23,Business Administration,Perplexity,9,Code Debugging,3.59,3.79,14,High,9
STU-8968,22,Business Administration,GitHub Copilot,9,Essay Drafting,3.01,3.21,9,High,5
STU-2674,24,Software Engineering,Claude 3.5,8,Literature Review,2.99,2.99,5,High,2
STU-1954,22,Modern History,Gemini Pro,1,Brainstorming,3.01,3.11,12,Medium,4
STU-8338,22,Data Science,GitHub Copilot,10,Literature Review,2.66,2.66,9,Low,5
STU-8259,24,Business Administration,Perplexity,2,Essay Drafting,3.63,3.83,15,High,7
STU-8650,18,Data Science,Claude 3.5,4,Literature Review,3.9,4,6,High,7
STU-2518,21,Software Engineering,ChatGPT-4o,10,Essay Drafting,3.69,3.89,13,High,10
STU-0134,22,Business Administration,ChatGPT-4o,8,Exam Prep,3.55,3.75,12,High,8
STU-6080,19,Fine Arts,GitHub Copilot,8,Brainstorming,2.95,2.95,8,Medium,1
STU-9587,24,Biology,Claude 3.5,2,Code Debugging,3.31,3.31,7,Low,6
STU-7077,25,Fine Arts,Gemini Pro,2,Brainstorming,3.42,3.62,5,Low,3
STU-4365,21,Modern History,Claude 3.5,4,Code Debugging,3.32,3.62,9,High,9
STU-9623,20,Biology,Claude 3.5,1,Essay Drafting,3.95,4,12,Low,2
STU-2348,21,Modern History,Gemini Pro,2,Exam Prep,3.12,3.02,13,High,1
STU-1920,21,Data Science,GitHub Copilot,2,Code Debugging,3.66,3.86,15,High,2
STU-4012,21,Business Administration,GitHub Copilot,1,Literature Review,3.01,3.01,4,High,2
STU-9721,18,Business Administration,Claude 3.5,10,Brainstorming,2.84,2.84,4,Low,3
STU-8047,21,Modern History,GitHub Copilot,8,Essay Drafting,2.9,3.2,4,High,5
STU-2524,23,Fine Arts,Perplexity,5,Brainstorming,3.25,3.25,14,High,5
STU-1262,25,Business Administration,Claude 3.5,3,Essay Drafting,3.56,3.66,15,Low,8
STU-4912,20,Software Engineering,Gemini Pro,7,Brainstorming,3.47,3.77,12,Medium,3
STU-6287,25,Fine Arts,Claude 3.5,6,Exam Prep,3.29,3.49,7,High,5
STU-4659,23,Software Engineering,Claude 3.5,1,Exam Prep,3.5,3.4,15,Medium,3
STU-1368,18,Software Engineering,Gemini Pro,8,Essay Drafting,2.91,2.91,10,High,6
STU-5476,18,Biology,GitHub Copilot,6,Code Debugging,3.67,3.77,6,Low,10
STU-3717,22,Data Science,GitHub Copilot,7,Essay Drafting,3.41,3.41,14,High,3
STU-9040,18,Fine Arts,GitHub Copilot,4,Essay Drafting,3.68,3.58,13,Low,10
STU-1542,18,Software Engineering,Perplexity,7,Exam Prep,3.3,3.2,7,Low,5
STU-6162,23,Software Engineering,Gemini Pro,5,Essay Drafting,3.46,3.76,15,Low,6
STU-1087,21,Software Engineering,Claude 3.5,8,Code Debugging,3.48,3.38,2,High,10
STU-7875,25,Fine Arts,Claude 3.5,10,Exam Prep,3.21,3.51,3,Medium,4
STU-4715,25,Biology,ChatGPT-4o,8,Essay Drafting,3.34,3.24,6,Low,4
STU-9830,23,Modern History,Claude 3.5,7,Exam Prep,3.47,3.67,5,Medium,9
STU-1896,23,Fine Arts,ChatGPT-4o,7,Exam Prep,3.67,3.97,3,Medium,10
STU-4341,21,Biology,Claude 3.5,9,Essay Drafting,3.39,3.29,15,Medium,4
STU-7965,23,Biology,ChatGPT-4o,7,Code Debugging,3.52,3.62,4,High,10
STU-7468,23,Modern History,Perplexity,5,Code Debugging,3.06,3.06,6,Medium,4
STU-7318,24,Modern History,Gemini Pro,2,Brainstorming,2.6,2.6,11,High,6
STU-4044,20,Fine Arts,Claude 3.5,6,Code Debugging,3.13,3.13,13,High,6
STU-2772,23,Business Administration,Claude 3.5,3,Exam Prep,3.26,3.16,11,Low,7
STU-6373,20,Data Science,Claude 3.5,5,Exam Prep,3.95,4,4,Low,10
STU-5460,23,Modern History,Claude 3.5,1,Exam Prep,2.68,2.58,3,High,8
STU-3684,22,Data Science,Perplexity,3,Code Debugging,3.89,3.79,4,Medium,5
STU-4331,19,Biology,GitHub Copilot,5,Exam Prep,3.99,3.89,7,Medium,9
STU-6148,19,Data Science,Perplexity,8,Brainstorming,3,3.1,11,Low,9
STU-9197,23,Biology,Gemini Pro,3,Exam Prep,3.44,3.54,12,High,7
STU-5682,19,Data Science,Gemini Pro,8,Exam Prep,2.72,2.62,2,High,9
STU-1496,19,Modern History,Claude 3.5,10,Literature Review,2.62,2.62,4,Medium,8
STU-6383,22,Modern History,Perplexity,9,Brainstorming,2.73,2.83,12,Low,4
STU-1750,25,Data Science,Gemini Pro,1,Exam Prep,3.46,3.36,11,Medium,1
STU-5542,24,Data Science,Perplexity,6,Brainstorming,3.23,3.23,8,Medium,10
STU-7336,22,Fine Arts,GitHub Copilot,8,Essay Drafting,3.77,3.87,5,High,9
STU-4965,25,Fine Arts,Claude 3.5,10,Brainstorming,3.84,3.84,15,Low,2
STU-5931,25,Biology,Claude 3.5,10,Brainstorming,3.8,4,3,Medium,2
STU-8009,20,Modern History,Claude 3.5,8,Brainstorming,3.97,4,4,Low,5
STU-7578,20,Business Administration,Perplexity,10,Essay Drafting,3.14,3.24,9,High,9
STU-7844,25,Business Administration,ChatGPT-4o,4,Brainstorming,2.7,2.9,2,Low,5
STU-0196,23,Software Engineering,GitHub Copilot,9,Brainstorming,2.74,2.64,14,High,1
STU-3402,24,Fine Arts,Gemini Pro,8,Exam Prep,3.06,3.36,8,High,6
STU-9168,24,Business Administration,Gemini Pro,10,Exam Prep,3.4,3.5,6,Low,10
STU-0087,21,Data Science,ChatGPT-4o,3,Exam Prep,2.57,2.47,13,High,6
STU-9997,19,Business Administration,Perplexity,5,Essay Drafting,3.69,3.89,14,Low,10
STU-3856,18,Modern History,ChatGPT-4o,10,Code Debugging,3.39,3.59,8,Medium,3
STU-8649,18,Fine Arts,GitHub Copilot,2,Brainstorming,3.36,3.46,4,Low,7
STU-0482,18,Fine Arts,Perplexity,8,Code Debugging,3.79,3.79,7,Low,10
STU-1777,20,Biology,ChatGPT-4o,4,Exam Prep,2.72,3.02,7,Medium,6
STU-9359,24,Modern History,Perplexity,4,Code Debugging,2.67,2.67,7,Low,7
STU-3096,23,Modern History,ChatGPT-4o,6,Brainstorming,2.64,2.84,5,Medium,4
STU-2732,20,Data Science,ChatGPT-4o,8,Essay Drafting,3.86,3.86,11,Low,9
STU-7901,24,Fine Arts,Gemini Pro,9,Code Debugging,3.38,3.48,14,High,9
STU-9464,25,Data Science,Claude 3.5,2,Literature Review,3.34,3.24,11,High,5
STU-9776,25,Software Engineering,Claude 3.5,5,Essay Drafting,3.81,4,13,Low,1
STU-8502,24,Data Science,Gemini Pro,5,Exam Prep,3.81,3.91,13,High,4
STU-4713,19,Business Administration,GitHub Copilot,6,Code Debugging,3.3,3.3,3,Medium,3
STU-6280,25,Biology,GitHub Copilot,2,Brainstorming,3.39,3.69,9,Low,6
STU-7699,22,Modern History,Perplexity,10,Literature Review,3.16,3.36,3,Low,1
STU-1704,24,Biology,Claude 3.5,1,Literature Review,3.74,3.84,2,Low,7
STU-6617,21,Fine Arts,ChatGPT-4o,6,Exam Prep,3.96,3.86,9,High,9
STU-7718,20,Software Engineering,Gemini Pro,4,Brainstorming,2.8,3.1,4,Medium,5
STU-1294,21,Modern History,Claude 3.5,3,Essay Drafting,3.62,3.82,5,High,2
STU-0633,20,Data Science,Perplexity,10,Literature Review,3.09,2.99,2,Medium,7
STU-7118,19,Fine Arts,Gemini Pro,9,Literature Review,2.77,2.67,10,Low,9
STU-5038,18,Software Engineering,Perplexity,6,Exam Prep,2.88,3.08,9,Medium,7
STU-4664,24,Biology,ChatGPT-4o,3,Essay Drafting,3.77,3.97,3,High,6
STU-1516,20,Biology,Claude 3.5,9,Literature Review,2.52,2.82,6,Low,3
STU-6126,24,Biology,Perplexity,8,Essay Drafting,3.45,3.75,7,Low,1
STU-9105,24,Modern History,Claude 3.5,4,Code Debugging,3.87,3.77,2,High,9
STU-4063,18,Business Administration,Perplexity,5,Essay Drafting,3.13,3.23,2,High,1
STU-8107,19,Modern History,ChatGPT-4o,9,Literature Review,3.16,3.06,12,Medium,9
STU-2686,19,Modern History,Claude 3.5,8,Literature Review,3.77,3.87,6,Low,5
STU-5434,20,Software Engineering,ChatGPT-4o,8,Brainstorming,3.02,3.12,12,Low,8
STU-4099,21,Fine Arts,GitHub Copilot,2,Literature Review,3.9,4,13,Medium,10
STU-9323,23,Business Administration,Claude 3.5,5,Literature Review,3.51,3.71,5,High,4
STU-1636,25,Data Science,Perplexity,4,Literature Review,3.81,3.91,14,Medium,3
STU-0581,22,Modern History,Perplexity,3,Brainstorming,2.74,2.64,11,Medium,6
STU-9034,25,Software Engineering,ChatGPT-4o,6,Exam Prep,3.66,3.86,3,Low,5
STU-6732,23,Biology,Gemini Pro,3,Exam Prep,3.8,3.7,13,High,4
STU-5918,21,Biology,Perplexity,6,Essay Drafting,3.35,3.65,3,High,9
STU-0463,19,Modern History,Perplexity,6,Essay Drafting,2.91,2.81,12,Medium,3
STU-7712,18,Modern History,GitHub Copilot,5,Code Debugging,3.8,3.7,5,Low,5
STU-4473,23,Software Engineering,GitHub Copilot,5,Exam Prep,2.74,3.04,14,High,1
STU-6203,19,Software Engineering,Gemini Pro,7,Literature Review,3.86,3.86,8,High,5
STU-1759,23,Business Administration,Perplexity,7,Essay Drafting,3.34,3.54,13,Medium,5
STU-6770,20,Business Administration,ChatGPT-4o,2,Exam Prep,3.31,3.61,8,Low,3
STU-1573,23,Modern History,ChatGPT-4o,3,Exam Prep,3.09,3.39,10,Low,9
STU-4608,24,Biology,GitHub Copilot,7,Exam Prep,3.5,3.8,4,Low,9
STU-3934,22,Software Engineering,Perplexity,2,Code Debugging,3.15,3.25,12,Medium,4
STU-3875,24,Biology,GitHub Copilot,7,Exam Prep,3.64,3.64,4,High,4
STU-8673,18,Modern History,Gemini Pro,1,Brainstorming,3.15,3.45,7,High,1
STU-2987,18,Fine Arts,ChatGPT-4o,6,Essay Drafting,3.11,3.21,9,Low,5
STU-3636,20,Fine Arts,Perplexity,6,Exam Prep,2.81,3.01,4,High,9
STU-7610,24,Biology,Gemini Pro,10,Literature Review,3.58,3.68,10,Medium,5
STU-9032,23,Fine Arts,GitHub Copilot,4,Code Debugging,2.94,3.24,3,High,4
STU-9229,20,Biology,Gemini Pro,6,Brainstorming,3.74,3.94,5,High,3
STU-4294,19,Data Science,GitHub Copilot,1,Brainstorming,3.06,3.16,14,Medium,8
STU-2760,24,Data Science,Claude 3.5,2,Exam Prep,3.61,3.91,8,Low,6
STU-2834,18,Business Administration,Perplexity,7,Exam Prep,3.33,3.53,5,High,8
STU-7609,25,Data Science,Gemini Pro,8,Essay Drafting,3.62,3.72,8,Low,8
STU-6482,22,Fine Arts,ChatGPT-4o,8,Essay Drafting,3.79,3.79,4,High,3
STU-3193,23,Software Engineering,Gemini Pro,9,Exam Prep,2.78,2.78,12,Medium,9
STU-2743,18,Biology,GitHub Copilot,7,Essay Drafting,3.97,4,12,Medium,8
STU-7966,23,Fine Arts,Claude 3.5,7,Exam Prep,2.81,3.11,4,High,5
STU-6979,19,Data Science,Claude 3.5,8,Code Debugging,3.14,3.04,10,Medium,3
STU-3335,22,Modern History,GitHub Copilot,10,Code Debugging,2.58,2.88,7,Low,4
STU-3973,24,Biology,Perplexity,10,Code Debugging,2.51,2.81,11,Low,5
STU-8336,19,Software Engineering,Gemini Pro,4,Exam Prep,3.35,3.55,2,Medium,7
STU-0782,21,Data Science,GitHub Copilot,6,Essay Drafting,2.91,3.11,11,High,5
STU-9020,20,Data Science,Gemini Pro,2,Essay Drafting,4,4,14,Medium,3
STU-7571,19,Business Administration,GitHub Copilot,2,Code Debugging,2.99,2.89,2,Medium,4
STU-2580,22,Software Engineering,Claude 3.5,4,Essay Drafting,2.75,2.65,7,High,6
STU-1448,21,Business Administration,Perplexity,6,Literature Review,3.2,3.4,14,High,7
STU-4025,18,Biology,Gemini Pro,3,Essay Drafting,2.65,2.75,11,High,4
STU-3489,23,Data Science,GitHub Copilot,7,Brainstorming,3.9,4,3,Medium,4
STU-6246,24,Data Science,Claude 3.5,4,Brainstorming,3.8,4,7,High,5
STU-6224,22,Business Administration,Perplexity,10,Brainstorming,2.69,2.79,15,High,4
STU-4488,20,Modern History,Claude 3.5,5,Code Debugging,3.78,3.98,12,Medium,5
STU-1895,23,Software Engineering,Gemini Pro,8,Literature Review,2.62,2.72,14,Medium,10
STU-2071,21,Modern History,ChatGPT-4o,6,Code Debugging,3.23,3.23,3,High,9
STU-2897,20,Business Administration,ChatGPT-4o,2,Brainstorming,2.61,2.91,13,Medium,5
STU-2549,19,Biology,Perplexity,6,Essay Drafting,3.12,3.12,12,Low,7
STU-1453,18,Data Science,Gemini Pro,6,Brainstorming,3.29,3.29,12,High,5
STU-1635,23,Business Administration,Gemini Pro,8,Brainstorming,3.6,3.9,3,Medium,7
STU-1956,23,Business Administration,GitHub Copilot,7,Code Debugging,3.42,3.62,6,Low,4
STU-6474,19,Data Science,GitHub Copilot,1,Exam Prep,2.61,2.51,8,Low,8
STU-9724,18,Business Administration,ChatGPT-4o,8,Code Debugging,3.37,3.67,4,Low,6
STU-6681,18,Fine Arts,Perplexity,2,Essay Drafting,3.44,3.74,9,Low,1
STU-6737,23,Fine Arts,Perplexity,4,Exam Prep,2.82,2.92,15,Low,3
STU-1279,22,Fine Arts,GitHub Copilot,8,Exam Prep,3.63,3.63,5,Low,6
STU-5051,23,Fine Arts,Perplexity,2,Code Debugging,3.57,3.47,11,Medium,9
STU-5999,22,Business Administration,Perplexity,10,Exam Prep,3.82,3.92,5,Medium,3
STU-2823,25,Software Engineering,GitHub Copilot,7,Literature Review,2.84,3.14,12,Low,8
STU-3694,25,Software Engineering,GitHub Copilot,7,Code Debugging,3.19,3.49,8,High,6
STU-2986,25,Data Science,Perplexity,10,Brainstorming,3.12,3.22,10,Low,10
STU-4980,22,Fine Arts,Gemini Pro,8,Literature Review,3.08,3.38,6,Low,9
STU-5801,20,Modern History,GitHub Copilot,3,Brainstorming,2.97,3.27,2,Medium,10
STU-4576,22,Biology,Claude 3.5,9,Essay Drafting,3.7,3.8,3,Low,1
STU-5696,21,Modern History,Gemini Pro,2,Code Debugging,3.07,3.37,15,Low,5
STU-3650,25,Software Engineering,Perplexity,9,Essay Drafting,3.26,3.16,13,Low,9
STU-0042,25,Biology,Claude 3.5,1,Literature Review,3.21,3.11,5,High,3
STU-3550,18,Fine Arts,Perplexity,2,Literature Review,3.58,3.88,7,Low,10
STU-7767,23,Fine Arts,Gemini Pro,4,Exam Prep,3.57,3.57,10,Low,8
STU-1993,18,Modern History,GitHub Copilot,2,Essay Drafting,3.97,4,4,Medium,2
STU-5349,21,Data Science,GitHub Copilot,5,Code Debugging,3.99,4,7,Low,6
STU-5182,19,Biology,ChatGPT-4o,9,Essay Drafting,3.07,3.17,15,Low,3
STU-4842,20,Fine Arts,ChatGPT-4o,9,Exam Prep,2.72,2.62,2,High,5
STU-9125,21,Data Science,GitHub Copilot,1,Brainstorming,2.7,3,12,High,2
STU-2546,23,Fine Arts,Claude 3.5,5,Brainstorming,3.27,3.47,8,High,4
STU-7827,24,Business Administration,Perplexity,1,Literature Review,3.41,3.31,9,High,2
STU-8024,25,Biology,GitHub Copilot,4,Code Debugging,3.76,4,2,High,4
STU-2712,21,Fine Arts,GitHub Copilot,7,Literature Review,3.7,3.6,7,High,7
STU-4155,23,Fine Arts,Perplexity,2,Code Debugging,3.2,3.1,8,Low,7
STU-9256,25,Business Administration,Perplexity,4,Exam Prep,3.46,3.76,11,Low,10
STU-1454,21,Biology,Perplexity,1,Literature Review,3.34,3.24,5,Low,3
STU-6110,21,Fine Arts,Perplexity,3,Exam Prep,2.6,2.5,6,High,7
STU-1466,19,Fine Arts,Claude 3.5,7,Literature Review,2.67,2.57,14,Medium,8
STU-1039,24,Fine Arts,Claude 3.5,8,Essay Drafting,2.7,2.7,3,High,4
STU-3828,24,Software Engineering,GitHub Copilot,2,Brainstorming,2.88,2.78,10,Low,2
STU-2303,25,Biology,ChatGPT-4o,2,Literature Review,3.96,4,14,Medium,2
STU-0897,24,Modern History,ChatGPT-4o,6,Brainstorming,3.6,3.8,10,Low,5
STU-1483,24,Fine Arts,GitHub Copilot,3,Brainstorming,2.56,2.46,2,Medium,5
STU-1830,21,Business Administration,Claude 3.5,1,Brainstorming,2.79,2.79,8,High,8
STU-3609,18,Modern History,Perplexity,2,Essay Drafting,3.01,3.21,15,Low,1
STU-7100,21,Modern History,Gemini Pro,6,Exam Prep,3.38,3.48,8,Low,3
STU-2235,21,Fine Arts,Perplexity,10,Code Debugging,2.98,2.98,12,High,8
STU-2553,19,Fine Arts,GitHub Copilot,10,Literature Review,3.22,3.42,8,Medium,2
STU-2021,21,Modern History,Gemini Pro,2,Brainstorming,2.91,3.01,4,Medium,7
STU-0881,19,Software Engineering,Claude 3.5,7,Literature Review,2.56,2.46,2,High,3
STU-5414,22,Fine Arts,Gemini Pro,3,Literature Review,2.62,2.92,2,Medium,2
STU-7206,20,Biology,Perplexity,7,Code Debugging,2.87,3.17,14,High,3
STU-5505,25,Data Science,Claude 3.5,1,Exam Prep,2.85,2.75,2,Medium,10
STU-7497,22,Modern History,ChatGPT-4o,5,Literature Review,3.77,3.87,3,High,7
STU-8790,25,Business Administration,ChatGPT-4o,2,Literature Review,3.56,3.86,6,Low,8
STU-8406,19,Software Engineering,Gemini Pro,7,Code Debugging,2.92,3.12,10,High,5
STU-6685,24,Data Science,ChatGPT-4o,6,Brainstorming,3.85,3.85,10,Medium,1
STU-2132,18,Software Engineering,Claude 3.5,9,Exam Prep,2.91,3.01,6,Medium,4
STU-2956,18,Business Administration,ChatGPT-4o,1,Code Debugging,3.81,3.81,7,Low,1
STU-6263,21,Business Administration,GitHub Copilot,4,Essay Drafting,3.35,3.35,2,Medium,7
STU-6418,21,Data Science,Claude 3.5,9,Literature Review,2.93,2.83,7,High,4
STU-7638,18,Fine Arts,Claude 3.5,4,Exam Prep,2.86,3.06,14,Medium,3
STU-5263,22,Fine Arts,GitHub Copilot,10,Literature Review,3.41,3.41,7,Medium,8
STU-4377,18,Modern History,GitHub Copilot,7,Exam Prep,3.12,3.32,15,Low,10
STU-6525,18,Biology,Gemini Pro,8,Brainstorming,3,3.1,14,High,2
STU-4031,18,Biology,ChatGPT-4o,1,Essay Drafting,3.17,3.27,5,Low,3
STU-5695,19,Biology,Perplexity,8,Essay Drafting,3.22,3.32,14,High,5
STU-2937,20,Data Science,ChatGPT-4o,2,Exam Prep,3.52,3.82,5,Medium,8
STU-2493,24,Data Science,ChatGPT-4o,8,Exam Prep,2.56,2.56,6,Medium,5
STU-0396,23,Biology,GitHub Copilot,1,Literature Review,3.58,3.58,10,Low,9
STU-9415,23,Biology,Perplexity,4,Essay Drafting,3.48,3.38,5,High,7
STU-6092,19,Fine Arts,Perplexity,6,Exam Prep,2.73,2.93,10,Low,5
STU-0366,23,Data Science,Claude 3.5,5,Exam Prep,3.43,3.53,12,Low,6
STU-7306,20,Fine Arts,ChatGPT-4o,6,Essay Drafting,2.6,2.5,11,Low,9
STU-7796,22,Fine Arts,ChatGPT-4o,10,Code Debugging,2.7,2.8,7,Medium,1
STU-4693,24,Biology,Gemini Pro,9,Code Debugging,3.92,4,7,High,2
STU-4578,19,Fine Arts,ChatGPT-4o,3,Essay Drafting,3.95,3.95,4,Medium,2
STU-6088,25,Software Engineering,Perplexity,9,Code Debugging,2.58,2.88,13,Low,5
STU-0891,18,Business Administration,GitHub Copilot,6,Code Debugging,3.28,3.18,3,Medium,4
STU-1379,23,Fine Arts,GitHub Copilot,6,Literature Review,3.94,3.84,7,Low,4
STU-8893,20,Modern History,Gemini Pro,2,Exam Prep,3.65,3.55,7,Medium,4
STU-0242,18,Business Administration,Claude 3.5,1,Essay Drafting,3.22,3.22,15,High,5
STU-1449,19,Fine Arts,ChatGPT-4o,8,Brainstorming,2.67,2.77,4,Medium,8
STU-6949,24,Modern History,Gemini Pro,7,Essay Drafting,3.68,3.98,10,Medium,4
STU-8786,21,Business Administration,GitHub Copilot,7,Literature Review,3.73,3.83,5,High,10
STU-4091,18,Software Engineering,Claude 3.5,7,Code Debugging,3.12,3.32,8,Medium,4
STU-3863,20,Data Science,Claude 3.5,9,Brainstorming,3.37,3.67,10,High,8
STU-4072,20,Biology,Gemini Pro,2,Essay Drafting,3.43,3.53,11,High,5
STU-1041,18,Modern History,GitHub Copilot,5,Literature Review,2.56,2.76,4,Low,4
STU-9028,19,Data Science,Perplexity,5,Literature Review,3.24,3.44,6,Low,6
STU-3559,24,Data Science,GitHub Copilot,4,Essay Drafting,3.92,3.92,11,Low,3
STU-6810,20,Data Science,Claude 3.5,10,Exam Prep,3.76,3.76,13,Low,7
STU-0974,19,Data Science,Perplexity,4,Brainstorming,2.98,2.88,5,Medium,10
STU-4963,24,Biology,Gemini Pro,8,Code Debugging,3.92,4,14,Medium,5
STU-1860,18,Business Administration,Claude 3.5,10,Essay Drafting,2.61,2.91,4,High,10
STU-1844,21,Business Administration,GitHub Copilot,1,Exam Prep,3.83,3.83,12,High,6
STU-4987,23,Biology,Gemini Pro,4,Brainstorming,3.65,3.55,13,Medium,9
STU-4234,19,Data Science,GitHub Copilot,7,Code Debugging,2.98,2.98,13,Low,8
STU-4570,19,Biology,Gemini Pro,3,Essay Drafting,3.55,3.85,9,Medium,3
STU-0717,21,Biology,GitHub Copilot,8,Code Debugging,2.97,2.87,12,Medium,3
STU-0845,22,Business Administration,Gemini Pro,2,Literature Review,2.97,2.87,11,Medium,3
STU-4696,23,Modern History,GitHub Copilot,1,Brainstorming,2.9,3.1,4,Medium,2
STU-0471,23,Software Engineering,Perplexity,10,Code Debugging,3.28,3.58,13,High,7
STU-9950,20,Fine Arts,Claude 3.5,7,Essay Drafting,3.99,4,9,High,6
STU-2950,18,Data Science,Claude 3.5,4,Literature Review,3.2,3.1,5,Medium,4
STU-4552,23,Business Administration,Claude 3.5,8,Essay Drafting,3.66,3.76,15,Low,3
STU-3179,21,Software Engineering,ChatGPT-4o,2,Code Debugging,2.68,2.88,14,Low,4
STU-6588,18,Modern History,ChatGPT-4o,3,Code Debugging,2.79,2.89,13,Medium,6
STU-7805,23,Business Administration,GitHub Copilot,6,Literature Review,3.29,3.39,8,Low,5
STU-1674,20,Biology,Perplexity,8,Literature Review,2.54,2.74,3,High,10
STU-2325,25,Data Science,Claude 3.5,9,Literature Review,2.86,3.16,13,Medium,1
STU-1073,24,Biology,Perplexity,4,Exam Prep,2.79,2.69,10,Low,4
STU-3763,22,Software Engineering,Claude 3.5,10,Literature Review,3.31,3.51,2,Medium,3
STU-0823,23,Business Administration,Claude 3.5,9,Exam Prep,2.7,2.6,8,High,6
STU-4052,20,Business Administration,Perplexity,5,Exam Prep,2.77,2.97,9,Medium,3
STU-3699,25,Software Engineering,ChatGPT-4o,10,Essay Drafting,3.08,3.08,9,Low,4
STU-4640,22,Data Science,ChatGPT-4o,9,Literature Review,3.31,3.41,14,Medium,10
STU-3472,23,Biology,ChatGPT-4o,5,Brainstorming,3.93,4,6,Medium,1
STU-8327,22,Biology,Perplexity,3,Brainstorming,2.85,3.05,7,Medium,5
